Pair 0[1]: Avg MSE: 547.87, Avg SSIM: 0.87
Pair 82[1]: Avg MSE: 498.48, Avg SSIM: 0.83
Pair 82[2]: Avg MSE: 516.49, Avg SSIM: 0.83
Pair 82[3]: Avg MSE: 537.04, Avg SSIM: 0.82
Pair 82[4]: Avg MSE: 552.68, Avg SSIM: 0.82
Pair 82[5]: Avg MSE: 571.19, Avg SSIM: 0.82
Pair 82[6]: Avg MSE: 590.97, Avg SSIM: 0.82
Pair 82[7]: Avg MSE: 610.80, Avg SSIM: 0.82
Pair 82[8]: Avg MSE: 630.98, Avg SSIM: 0.81
Pair 82[9]: Avg MSE: 645.15, Avg SSIM: 0.81
Pair 82[10]: Avg MSE: 658.86, Avg SSIM: 0.81
Pair 83[1]: Avg MSE: 362.09, Avg SSIM: 0.88
Pair 83[2]: Avg MSE: 374.34, Avg SSIM: 0.88
Pair 83[3]: Avg MSE: 384.50, Avg SSIM: 0.88
Pair 83[4]: Avg MSE: 396.33, Avg SSIM: 0.87
Pair 83[5]: Avg MSE: 410.04, Avg SSIM: 0.87
Pair 83[6]: Avg MSE: 420.29, Avg SSIM: 0.87
Pair 83[7]: Avg MSE: 434.14, Avg SSIM: 0.87
Pair 83[8]: Avg MSE: 443.46, Avg SSIM: 0.87
Pair 83[9]: Avg MSE: 454.98, Avg SSIM: 0.87
Pair 83[10]: Avg MSE: 464.56, Avg SSIM: 0.87
Pair 84[1]: Avg MSE: 172.45, Avg SSIM: 0.92
Pair 84[2]: Avg MSE: 180.62, Avg SSIM: 0.92
Pair 84[3]: Avg MSE: 187.38, Avg SSIM: 0.92
Pair 84[4]: Avg MSE: 192.90, Avg SSIM: 0.92
Pair 84[5]: Avg MSE: 199.09, Avg SSIM: 0.92
Pair 84[6]: Avg MSE: 205.87, Avg SSIM: 0.92
Pair 84[7]: Avg MSE: 212.15, Avg SSIM: 0.92
Pair 84[8]: Avg MSE: 219.54, Avg SSIM: 0.92
Pair 84[9]: Avg MSE: 224.59, Avg SSIM: 0.92
Pair 84[10]: Avg MSE: 229.54, Avg SSIM: 0.92
Pair 85[1]: Avg MSE: 189.09, Avg SSIM: 0.93
Pair 85[2]: Avg MSE: 197.28, Avg SSIM: 0.93
Pair 85[3]: Avg MSE: 204.36, Avg SSIM: 0.93
Pair 85[4]: Avg MSE: 211.97, Avg SSIM: 0.93
Pair 85[5]: Avg MSE: 219.28, Avg SSIM: 0.93
Pair 85[6]: Avg MSE: 225.53, Avg SSIM: 0.93
Pair 85[7]: Avg MSE: 231.88, Avg SSIM: 0.93
Pair 85[8]: Avg MSE: 238.39, Avg SSIM: 0.93
Pair 85[9]: Avg MSE: 244.45, Avg SSIM: 0.93
Pair 85[10]: Avg MSE: 248.89, Avg SSIM: 0.93
Pair 86[1]: Avg MSE: 117.28, Avg SSIM: 0.94
Pair 86[2]: Avg MSE: 124.42, Avg SSIM: 0.94
Pair 86[3]: Avg MSE: 131.13, Avg SSIM: 0.94
Pair 86[4]: Avg MSE: 138.60, Avg SSIM: 0.94
Pair 86[5]: Avg MSE: 144.57, Avg SSIM: 0.94
Pair 86[6]: Avg MSE: 149.83, Avg SSIM: 0.94
Pair 86[7]: Avg MSE: 155.13, Avg SSIM: 0.94
Pair 86[8]: Avg MSE: 160.28, Avg SSIM: 0.94
Pair 86[9]: Avg MSE: 165.74, Avg SSIM: 0.94
Pair 86[10]: Avg MSE: 169.98, Avg SSIM: 0.93
Pair 87[1]: Avg MSE: 144.67, Avg SSIM: 0.95
Pair 87[2]: Avg MSE: 147.34, Avg SSIM: 0.95
Pair 87[3]: Avg MSE: 149.40, Avg SSIM: 0.95
Pair 87[4]: Avg MSE: 152.14, Avg SSIM: 0.95
Pair 87[5]: Avg MSE: 155.17, Avg SSIM: 0.95
Pair 87[6]: Avg MSE: 157.31, Avg SSIM: 0.95
Pair 87[7]: Avg MSE: 160.10, Avg SSIM: 0.95
Pair 87[8]: Avg MSE: 163.36, Avg SSIM: 0.95
Pair 87[9]: Avg MSE: 166.29, Avg SSIM: 0.94
Pair 87[10]: Avg MSE: 168.91, Avg SSIM: 0.94
Pair 88[1]: Avg MSE: 280.42, Avg SSIM: 0.91
Pair 88[2]: Avg MSE: 289.64, Avg SSIM: 0.91
Pair 88[3]: Avg MSE: 297.79, Avg SSIM: 0.91
Pair 88[4]: Avg MSE: 306.33, Avg SSIM: 0.91
Pair 88[5]: Avg MSE: 313.63, Avg SSIM: 0.91
Pair 88[6]: Avg MSE: 321.41, Avg SSIM: 0.91
Pair 88[7]: Avg MSE: 330.48, Avg SSIM: 0.91
Pair 88[8]: Avg MSE: 339.00, Avg SSIM: 0.91
Pair 88[9]: Avg MSE: 345.69, Avg SSIM: 0.91
Pair 88[10]: Avg MSE: 353.81, Avg SSIM: 0.91
Pair 89[1]: Avg MSE: 272.51, Avg SSIM: 0.92
Pair 89[2]: Avg MSE: 282.23, Avg SSIM: 0.92
Pair 89[3]: Avg MSE: 290.70, Avg SSIM: 0.92
Pair 89[4]: Avg MSE: 299.70, Avg SSIM: 0.92
Pair 89[5]: Avg MSE: 307.69, Avg SSIM: 0.92
Pair 89[6]: Avg MSE: 315.16, Avg SSIM: 0.92
Pair 89[7]: Avg MSE: 323.23, Avg SSIM: 0.92
Pair 89[8]: Avg MSE: 330.19, Avg SSIM: 0.92
Pair 89[9]: Avg MSE: 337.52, Avg SSIM: 0.92
Pair 89[10]: Avg MSE: 342.15, Avg SSIM: 0.92
Pair 90[1]: Avg MSE: 482.42, Avg SSIM: 0.86
Pair 90[2]: Avg MSE: 501.41, Avg SSIM: 0.86
Pair 90[3]: Avg MSE: 518.26, Avg SSIM: 0.86
Pair 90[4]: Avg MSE: 536.39, Avg SSIM: 0.85
Pair 90[5]: Avg MSE: 555.52, Avg SSIM: 0.85
Pair 90[6]: Avg MSE: 574.96, Avg SSIM: 0.85
Pair 90[7]: Avg MSE: 592.93, Avg SSIM: 0.85
Pair 90[8]: Avg MSE: 611.15, Avg SSIM: 0.85
Pair 90[9]: Avg MSE: 625.73, Avg SSIM: 0.85
Pair 90[10]: Avg MSE: 640.93, Avg SSIM: 0.85
Pair 91[1]: Avg MSE: 476.96, Avg SSIM: 0.89
Pair 91[2]: Avg MSE: 487.68, Avg SSIM: 0.89
Pair 91[3]: Avg MSE: 498.16, Avg SSIM: 0.89
Pair 91[4]: Avg MSE: 509.11, Avg SSIM: 0.89
Pair 91[5]: Avg MSE: 518.73, Avg SSIM: 0.89
Pair 91[6]: Avg MSE: 529.43, Avg SSIM: 0.89
Pair 91[7]: Avg MSE: 537.81, Avg SSIM: 0.89
Pair 91[8]: Avg MSE: 549.48, Avg SSIM: 0.89
Pair 91[9]: Avg MSE: 556.62, Avg SSIM: 0.89
Pair 91[10]: Avg MSE: 565.09, Avg SSIM: 0.89
Pair 92[1]: Avg MSE: 138.24, Avg SSIM: 0.94
Pair 92[2]: Avg MSE: 146.65, Avg SSIM: 0.94
Pair 92[3]: Avg MSE: 154.19, Avg SSIM: 0.94
Pair 92[4]: Avg MSE: 158.73, Avg SSIM: 0.94
Pair 92[5]: Avg MSE: 164.52, Avg SSIM: 0.94
Pair 92[6]: Avg MSE: 171.12, Avg SSIM: 0.94
Pair 92[7]: Avg MSE: 177.31, Avg SSIM: 0.93
Pair 92[8]: Avg MSE: 185.79, Avg SSIM: 0.93
Pair 92[9]: Avg MSE: 191.84, Avg SSIM: 0.93
Pair 92[10]: Avg MSE: 196.78, Avg SSIM: 0.93
Pair 93[1]: Avg MSE: 127.54, Avg SSIM: 0.94
Pair 93[2]: Avg MSE: 133.07, Avg SSIM: 0.94
Pair 93[3]: Avg MSE: 137.33, Avg SSIM: 0.94
Pair 93[4]: Avg MSE: 141.05, Avg SSIM: 0.94
Pair 93[5]: Avg MSE: 145.22, Avg SSIM: 0.94
Pair 93[6]: Avg MSE: 149.36, Avg SSIM: 0.94
Pair 93[7]: Avg MSE: 154.44, Avg SSIM: 0.94
Pair 93[8]: Avg MSE: 158.81, Avg SSIM: 0.94
Pair 93[9]: Avg MSE: 163.34, Avg SSIM: 0.94
Pair 93[10]: Avg MSE: 166.49, Avg SSIM: 0.94
Pair 94[1]: Avg MSE: 277.17, Avg SSIM: 0.89
Pair 94[2]: Avg MSE: 289.81, Avg SSIM: 0.89
Pair 94[3]: Avg MSE: 303.76, Avg SSIM: 0.89
Pair 94[4]: Avg MSE: 314.32, Avg SSIM: 0.89
Pair 94[5]: Avg MSE: 325.76, Avg SSIM: 0.89
Pair 94[6]: Avg MSE: 339.35, Avg SSIM: 0.89
Pair 94[7]: Avg MSE: 352.94, Avg SSIM: 0.89
Pair 94[8]: Avg MSE: 365.96, Avg SSIM: 0.89
Pair 94[9]: Avg MSE: 375.37, Avg SSIM: 0.89
Pair 94[10]: Avg MSE: 385.59, Avg SSIM: 0.88
Pair 95[1]: Avg MSE: 686.07, Avg SSIM: 0.83
Pair 95[2]: Avg MSE: 714.73, Avg SSIM: 0.83
Pair 95[3]: Avg MSE: 749.43, Avg SSIM: 0.82
Pair 95[4]: Avg MSE: 778.94, Avg SSIM: 0.82
Pair 95[5]: Avg MSE: 809.59, Avg SSIM: 0.82
Pair 95[6]: Avg MSE: 843.52, Avg SSIM: 0.82
Pair 95[7]: Avg MSE: 873.45, Avg SSIM: 0.82
Pair 95[8]: Avg MSE: 901.38, Avg SSIM: 0.81
Pair 95[9]: Avg MSE: 924.99, Avg SSIM: 0.81
Pair 95[10]: Avg MSE: 947.71, Avg SSIM: 0.81
Pair 96[1]: Avg MSE: 237.07, Avg SSIM: 0.92
Pair 96[2]: Avg MSE: 247.99, Avg SSIM: 0.92
Pair 96[3]: Avg MSE: 257.90, Avg SSIM: 0.92
Pair 96[4]: Avg MSE: 267.77, Avg SSIM: 0.91
Pair 96[5]: Avg MSE: 277.15, Avg SSIM: 0.91
Pair 96[6]: Avg MSE: 284.99, Avg SSIM: 0.91
Pair 96[7]: Avg MSE: 293.58, Avg SSIM: 0.91
Pair 96[8]: Avg MSE: 301.62, Avg SSIM: 0.91
Pair 96[9]: Avg MSE: 308.52, Avg SSIM: 0.91
Pair 96[10]: Avg MSE: 315.43, Avg SSIM: 0.91
Pair 97[1]: Avg MSE: 605.10, Avg SSIM: 0.84
Pair 97[2]: Avg MSE: 620.32, Avg SSIM: 0.84
Pair 97[3]: Avg MSE: 633.49, Avg SSIM: 0.84
Pair 97[4]: Avg MSE: 647.11, Avg SSIM: 0.84
Pair 97[5]: Avg MSE: 662.00, Avg SSIM: 0.84
Pair 97[6]: Avg MSE: 675.19, Avg SSIM: 0.83
Pair 97[7]: Avg MSE: 687.08, Avg SSIM: 0.83
Pair 97[8]: Avg MSE: 702.28, Avg SSIM: 0.83
Pair 97[9]: Avg MSE: 712.40, Avg SSIM: 0.83
Pair 97[10]: Avg MSE: 724.85, Avg SSIM: 0.83
Pair 98[1]: Avg MSE: 266.14, Avg SSIM: 0.92
Pair 98[2]: Avg MSE: 279.67, Avg SSIM: 0.92
Pair 98[3]: Avg MSE: 292.96, Avg SSIM: 0.92
Pair 98[4]: Avg MSE: 305.17, Avg SSIM: 0.92
Pair 98[5]: Avg MSE: 317.74, Avg SSIM: 0.91
Pair 98[6]: Avg MSE: 327.68, Avg SSIM: 0.91
Pair 98[7]: Avg MSE: 338.13, Avg SSIM: 0.91
Pair 98[8]: Avg MSE: 347.71, Avg SSIM: 0.91
Pair 98[9]: Avg MSE: 357.03, Avg SSIM: 0.91
Pair 98[10]: Avg MSE: 366.06, Avg SSIM: 0.91
Pair 99[1]: Avg MSE: 257.24, Avg SSIM: 0.90
Pair 99[2]: Avg MSE: 265.07, Avg SSIM: 0.90
Pair 99[3]: Avg MSE: 271.52, Avg SSIM: 0.90
Pair 99[4]: Avg MSE: 277.81, Avg SSIM: 0.90
Pair 99[5]: Avg MSE: 285.92, Avg SSIM: 0.90
Pair 99[6]: Avg MSE: 292.86, Avg SSIM: 0.90
Pair 99[7]: Avg MSE: 300.32, Avg SSIM: 0.90
Pair 99[8]: Avg MSE: 307.95, Avg SSIM: 0.90
Pair 99[9]: Avg MSE: 313.49, Avg SSIM: 0.90
Pair 99[10]: Avg MSE: 320.66, Avg SSIM: 0.90
Pair 100[1]: Avg MSE: 316.09, Avg SSIM: 0.90
Pair 100[2]: Avg MSE: 326.74, Avg SSIM: 0.90
Pair 100[3]: Avg MSE: 338.22, Avg SSIM: 0.90
Pair 100[4]: Avg MSE: 348.21, Avg SSIM: 0.90
Pair 100[5]: Avg MSE: 357.82, Avg SSIM: 0.90
Pair 100[6]: Avg MSE: 368.39, Avg SSIM: 0.89
Pair 100[7]: Avg MSE: 377.82, Avg SSIM: 0.89
Pair 100[8]: Avg MSE: 389.84, Avg SSIM: 0.89
Pair 100[9]: Avg MSE: 397.63, Avg SSIM: 0.89
Pair 100[10]: Avg MSE: 405.75, Avg SSIM: 0.89
Pair 101[1]: Avg MSE: 128.52, Avg SSIM: 0.93
Pair 101[2]: Avg MSE: 131.69, Avg SSIM: 0.93
Pair 101[3]: Avg MSE: 134.01, Avg SSIM: 0.93
Pair 101[4]: Avg MSE: 136.89, Avg SSIM: 0.93
Pair 101[5]: Avg MSE: 139.68, Avg SSIM: 0.93
Pair 101[6]: Avg MSE: 142.23, Avg SSIM: 0.92
Pair 101[7]: Avg MSE: 144.83, Avg SSIM: 0.92
Pair 101[8]: Avg MSE: 147.61, Avg SSIM: 0.92
Pair 101[9]: Avg MSE: 150.16, Avg SSIM: 0.92
Pair 101[10]: Avg MSE: 151.85, Avg SSIM: 0.92
Pair 102[1]: Avg MSE: 126.13, Avg SSIM: 0.93
Pair 102[2]: Avg MSE: 130.88, Avg SSIM: 0.93
Pair 102[3]: Avg MSE: 134.88, Avg SSIM: 0.93
Pair 102[4]: Avg MSE: 138.63, Avg SSIM: 0.92
Pair 102[5]: Avg MSE: 142.60, Avg SSIM: 0.92
Pair 102[6]: Avg MSE: 146.19, Avg SSIM: 0.92
Pair 102[7]: Avg MSE: 149.84, Avg SSIM: 0.92
Pair 102[8]: Avg MSE: 153.52, Avg SSIM: 0.92
Pair 102[9]: Avg MSE: 157.37, Avg SSIM: 0.92
Pair 102[10]: Avg MSE: 159.87, Avg SSIM: 0.92
Pair 103[1]: Avg MSE: 284.05, Avg SSIM: 0.89
Pair 103[2]: Avg MSE: 291.27, Avg SSIM: 0.89
Pair 103[3]: Avg MSE: 296.94, Avg SSIM: 0.89
Pair 103[4]: Avg MSE: 302.09, Avg SSIM: 0.89
Pair 103[5]: Avg MSE: 308.35, Avg SSIM: 0.89
Pair 103[6]: Avg MSE: 313.44, Avg SSIM: 0.88
Pair 103[7]: Avg MSE: 319.66, Avg SSIM: 0.88
Pair 103[8]: Avg MSE: 324.32, Avg SSIM: 0.88
Pair 103[9]: Avg MSE: 329.42, Avg SSIM: 0.88
Pair 103[10]: Avg MSE: 333.90, Avg SSIM: 0.88
Pair 104[1]: Avg MSE: 281.89, Avg SSIM: 0.91
Pair 104[2]: Avg MSE: 293.16, Avg SSIM: 0.91
Pair 104[3]: Avg MSE: 304.64, Avg SSIM: 0.91
Pair 104[4]: Avg MSE: 314.54, Avg SSIM: 0.91
Pair 104[5]: Avg MSE: 324.03, Avg SSIM: 0.91
Pair 104[6]: Avg MSE: 333.38, Avg SSIM: 0.91
Pair 104[7]: Avg MSE: 342.60, Avg SSIM: 0.91
Pair 104[8]: Avg MSE: 352.82, Avg SSIM: 0.91
Pair 104[9]: Avg MSE: 360.38, Avg SSIM: 0.91
Pair 104[10]: Avg MSE: 367.15, Avg SSIM: 0.91
Pair 105[1]: Avg MSE: 227.47, Avg SSIM: 0.93
Pair 105[2]: Avg MSE: 232.36, Avg SSIM: 0.93
Pair 105[3]: Avg MSE: 237.71, Avg SSIM: 0.93
Pair 105[4]: Avg MSE: 241.40, Avg SSIM: 0.92
Pair 105[5]: Avg MSE: 246.87, Avg SSIM: 0.92
Pair 105[6]: Avg MSE: 253.25, Avg SSIM: 0.92
Pair 105[7]: Avg MSE: 259.90, Avg SSIM: 0.92
Pair 105[8]: Avg MSE: 266.34, Avg SSIM: 0.92
Pair 105[9]: Avg MSE: 270.80, Avg SSIM: 0.92
Pair 105[10]: Avg MSE: 275.25, Avg SSIM: 0.92
Pair 106[1]: Avg MSE: 113.56, Avg SSIM: 0.95
Pair 106[2]: Avg MSE: 118.09, Avg SSIM: 0.95
Pair 106[3]: Avg MSE: 121.44, Avg SSIM: 0.95
Pair 106[4]: Avg MSE: 124.56, Avg SSIM: 0.95
Pair 106[5]: Avg MSE: 128.13, Avg SSIM: 0.95
Pair 106[6]: Avg MSE: 131.21, Avg SSIM: 0.95
Pair 106[7]: Avg MSE: 134.72, Avg SSIM: 0.95
Pair 106[8]: Avg MSE: 138.17, Avg SSIM: 0.95
Pair 106[9]: Avg MSE: 141.61, Avg SSIM: 0.95
Pair 106[10]: Avg MSE: 143.72, Avg SSIM: 0.95
Pair 107[1]: Avg MSE: 144.94, Avg SSIM: 0.94
Pair 107[2]: Avg MSE: 150.17, Avg SSIM: 0.94
Pair 107[3]: Avg MSE: 155.61, Avg SSIM: 0.94
Pair 107[4]: Avg MSE: 160.03, Avg SSIM: 0.94
Pair 107[5]: Avg MSE: 164.65, Avg SSIM: 0.94
Pair 107[6]: Avg MSE: 170.31, Avg SSIM: 0.94
Pair 107[7]: Avg MSE: 175.96, Avg SSIM: 0.94
Pair 107[8]: Avg MSE: 181.63, Avg SSIM: 0.93
Pair 107[9]: Avg MSE: 186.28, Avg SSIM: 0.93
Pair 107[10]: Avg MSE: 189.43, Avg SSIM: 0.93
Pair 108[1]: Avg MSE: 287.41, Avg SSIM: 0.89
Pair 108[2]: Avg MSE: 294.38, Avg SSIM: 0.89
Pair 108[3]: Avg MSE: 300.36, Avg SSIM: 0.89
Pair 108[4]: Avg MSE: 305.56, Avg SSIM: 0.89
Pair 108[5]: Avg MSE: 311.99, Avg SSIM: 0.89
Pair 108[6]: Avg MSE: 317.63, Avg SSIM: 0.89
Pair 108[7]: Avg MSE: 323.78, Avg SSIM: 0.89
Pair 108[8]: Avg MSE: 329.31, Avg SSIM: 0.88
Pair 108[9]: Avg MSE: 334.05, Avg SSIM: 0.88
Pair 108[10]: Avg MSE: 338.29, Avg SSIM: 0.88
Pair 109[1]: Avg MSE: 347.19, Avg SSIM: 0.90
Pair 109[2]: Avg MSE: 370.09, Avg SSIM: 0.90
Pair 109[3]: Avg MSE: 395.00, Avg SSIM: 0.90
Pair 109[4]: Avg MSE: 415.87, Avg SSIM: 0.90
Pair 109[5]: Avg MSE: 434.44, Avg SSIM: 0.90
Pair 109[6]: Avg MSE: 456.63, Avg SSIM: 0.90
Pair 109[7]: Avg MSE: 476.21, Avg SSIM: 0.89
Pair 109[8]: Avg MSE: 495.78, Avg SSIM: 0.89
Pair 109[9]: Avg MSE: 510.14, Avg SSIM: 0.89
Pair 109[10]: Avg MSE: 525.46, Avg SSIM: 0.89
Pair 110[1]: Avg MSE: 135.56, Avg SSIM: 0.92
Pair 110[2]: Avg MSE: 142.97, Avg SSIM: 0.92
Pair 110[3]: Avg MSE: 149.06, Avg SSIM: 0.92
Pair 110[4]: Avg MSE: 153.24, Avg SSIM: 0.92
Pair 110[5]: Avg MSE: 158.58, Avg SSIM: 0.91
Pair 110[6]: Avg MSE: 163.02, Avg SSIM: 0.91
Pair 110[7]: Avg MSE: 169.05, Avg SSIM: 0.91
Pair 110[8]: Avg MSE: 174.81, Avg SSIM: 0.91
Pair 110[9]: Avg MSE: 179.08, Avg SSIM: 0.91
Pair 110[10]: Avg MSE: 183.21, Avg SSIM: 0.91
Pair 111[1]: Avg MSE: 484.41, Avg SSIM: 0.87
Pair 111[2]: Avg MSE: 497.11, Avg SSIM: 0.87
Pair 111[3]: Avg MSE: 509.38, Avg SSIM: 0.87
Pair 111[4]: Avg MSE: 521.05, Avg SSIM: 0.87
Pair 111[5]: Avg MSE: 534.55, Avg SSIM: 0.87
Pair 111[6]: Avg MSE: 546.98, Avg SSIM: 0.87
Pair 111[7]: Avg MSE: 559.76, Avg SSIM: 0.87
Pair 111[8]: Avg MSE: 572.03, Avg SSIM: 0.86
Pair 111[9]: Avg MSE: 580.18, Avg SSIM: 0.86
Pair 111[10]: Avg MSE: 589.92, Avg SSIM: 0.86
Pair 112[1]: Avg MSE: 167.51, Avg SSIM: 0.91
Pair 112[2]: Avg MSE: 174.63, Avg SSIM: 0.91
Pair 112[3]: Avg MSE: 180.92, Avg SSIM: 0.91
Pair 112[4]: Avg MSE: 185.88, Avg SSIM: 0.91
Pair 112[5]: Avg MSE: 192.08, Avg SSIM: 0.91
Pair 112[6]: Avg MSE: 197.06, Avg SSIM: 0.91
Pair 112[7]: Avg MSE: 203.44, Avg SSIM: 0.91
Pair 112[8]: Avg MSE: 209.28, Avg SSIM: 0.90
Pair 112[9]: Avg MSE: 213.79, Avg SSIM: 0.90
Pair 112[10]: Avg MSE: 219.01, Avg SSIM: 0.90
Pair 113[1]: Avg MSE: 510.08, Avg SSIM: 0.86
Pair 113[2]: Avg MSE: 531.30, Avg SSIM: 0.86
Pair 113[3]: Avg MSE: 552.55, Avg SSIM: 0.86
Pair 113[4]: Avg MSE: 571.64, Avg SSIM: 0.86
Pair 113[5]: Avg MSE: 594.18, Avg SSIM: 0.85
Pair 113[6]: Avg MSE: 617.68, Avg SSIM: 0.85
Pair 113[7]: Avg MSE: 639.70, Avg SSIM: 0.85
Pair 113[8]: Avg MSE: 658.91, Avg SSIM: 0.85
Pair 113[9]: Avg MSE: 675.60, Avg SSIM: 0.85
Pair 113[10]: Avg MSE: 692.59, Avg SSIM: 0.85
Pair 114[1]: Avg MSE: 134.66, Avg SSIM: 0.93
Pair 114[2]: Avg MSE: 140.48, Avg SSIM: 0.93
Pair 114[3]: Avg MSE: 145.23, Avg SSIM: 0.93
Pair 114[4]: Avg MSE: 150.51, Avg SSIM: 0.93
Pair 114[5]: Avg MSE: 155.07, Avg SSIM: 0.93
Pair 114[6]: Avg MSE: 159.21, Avg SSIM: 0.93
Pair 114[7]: Avg MSE: 163.93, Avg SSIM: 0.93
Pair 114[8]: Avg MSE: 168.48, Avg SSIM: 0.93
Pair 114[9]: Avg MSE: 173.57, Avg SSIM: 0.93
Pair 114[10]: Avg MSE: 176.27, Avg SSIM: 0.93
Pair 115[1]: Avg MSE: 152.47, Avg SSIM: 0.93
Pair 115[2]: Avg MSE: 159.79, Avg SSIM: 0.93
Pair 115[3]: Avg MSE: 166.88, Avg SSIM: 0.93
Pair 115[4]: Avg MSE: 172.49, Avg SSIM: 0.93
Pair 115[5]: Avg MSE: 177.67, Avg SSIM: 0.93
Pair 115[6]: Avg MSE: 184.29, Avg SSIM: 0.93
Pair 115[7]: Avg MSE: 191.12, Avg SSIM: 0.93
Pair 115[8]: Avg MSE: 198.52, Avg SSIM: 0.93
Pair 115[9]: Avg MSE: 203.94, Avg SSIM: 0.93
Pair 115[10]: Avg MSE: 208.39, Avg SSIM: 0.93
Pair 116[1]: Avg MSE: 181.28, Avg SSIM: 0.93
Pair 116[2]: Avg MSE: 186.04, Avg SSIM: 0.93
Pair 116[3]: Avg MSE: 189.65, Avg SSIM: 0.93
Pair 116[4]: Avg MSE: 193.88, Avg SSIM: 0.93
Pair 116[5]: Avg MSE: 198.02, Avg SSIM: 0.93
Pair 116[6]: Avg MSE: 201.55, Avg SSIM: 0.93
Pair 116[7]: Avg MSE: 205.42, Avg SSIM: 0.93
Pair 116[8]: Avg MSE: 207.61, Avg SSIM: 0.93
Pair 116[9]: Avg MSE: 211.71, Avg SSIM: 0.93
Pair 116[10]: Avg MSE: 216.43, Avg SSIM: 0.93
Pair 117[1]: Avg MSE: 320.23, Avg SSIM: 0.86
Pair 117[2]: Avg MSE: 338.04, Avg SSIM: 0.86
Pair 117[3]: Avg MSE: 355.70, Avg SSIM: 0.85
Pair 117[4]: Avg MSE: 369.70, Avg SSIM: 0.85
Pair 117[5]: Avg MSE: 385.25, Avg SSIM: 0.85
Pair 117[6]: Avg MSE: 400.55, Avg SSIM: 0.85
Pair 117[7]: Avg MSE: 415.51, Avg SSIM: 0.84
Pair 117[8]: Avg MSE: 433.41, Avg SSIM: 0.84
Pair 117[9]: Avg MSE: 444.51, Avg SSIM: 0.84
Pair 117[10]: Avg MSE: 458.82, Avg SSIM: 0.84
Pair 118[1]: Avg MSE: 517.78, Avg SSIM: 0.85
Pair 118[2]: Avg MSE: 545.78, Avg SSIM: 0.84
Pair 118[3]: Avg MSE: 574.34, Avg SSIM: 0.84
Pair 118[4]: Avg MSE: 600.99, Avg SSIM: 0.84
Pair 118[5]: Avg MSE: 628.25, Avg SSIM: 0.84
Pair 118[6]: Avg MSE: 657.39, Avg SSIM: 0.84
Pair 118[7]: Avg MSE: 684.30, Avg SSIM: 0.83
Pair 118[8]: Avg MSE: 708.61, Avg SSIM: 0.83
Pair 118[9]: Avg MSE: 730.02, Avg SSIM: 0.83
Pair 118[10]: Avg MSE: 750.40, Avg SSIM: 0.83
Pair 119[1]: Avg MSE: 394.34, Avg SSIM: 0.88
Pair 119[2]: Avg MSE: 424.37, Avg SSIM: 0.88
Pair 119[3]: Avg MSE: 457.87, Avg SSIM: 0.88
Pair 119[4]: Avg MSE: 489.14, Avg SSIM: 0.88
Pair 119[5]: Avg MSE: 519.11, Avg SSIM: 0.87
Pair 119[6]: Avg MSE: 548.41, Avg SSIM: 0.87
Pair 119[7]: Avg MSE: 576.15, Avg SSIM: 0.87
Pair 119[8]: Avg MSE: 601.54, Avg SSIM: 0.87
Pair 119[9]: Avg MSE: 624.86, Avg SSIM: 0.87
Pair 119[10]: Avg MSE: 645.38, Avg SSIM: 0.86
Pair 120[1]: Avg MSE: 303.94, Avg SSIM: 0.89
Pair 120[2]: Avg MSE: 319.91, Avg SSIM: 0.89
Pair 120[3]: Avg MSE: 334.89, Avg SSIM: 0.88
Pair 120[4]: Avg MSE: 346.12, Avg SSIM: 0.88
Pair 120[5]: Avg MSE: 358.62, Avg SSIM: 0.88
Pair 120[6]: Avg MSE: 373.00, Avg SSIM: 0.88
Pair 120[7]: Avg MSE: 389.00, Avg SSIM: 0.88
Pair 120[8]: Avg MSE: 404.45, Avg SSIM: 0.88
Pair 120[9]: Avg MSE: 414.35, Avg SSIM: 0.88
Pair 120[10]: Avg MSE: 425.34, Avg SSIM: 0.88
Pair 121[1]: Avg MSE: 381.79, Avg SSIM: 0.89
Pair 121[2]: Avg MSE: 392.92, Avg SSIM: 0.89
Pair 121[3]: Avg MSE: 404.07, Avg SSIM: 0.89
Pair 121[4]: Avg MSE: 411.68, Avg SSIM: 0.89
Pair 121[5]: Avg MSE: 423.44, Avg SSIM: 0.89
Pair 121[6]: Avg MSE: 437.32, Avg SSIM: 0.89
Pair 121[7]: Avg MSE: 451.95, Avg SSIM: 0.89
Pair 121[8]: Avg MSE: 465.06, Avg SSIM: 0.89
Pair 121[9]: Avg MSE: 471.78, Avg SSIM: 0.89
Pair 121[10]: Avg MSE: 483.11, Avg SSIM: 0.89
Pair 122[1]: Avg MSE: 110.85, Avg SSIM: 0.95
Pair 122[2]: Avg MSE: 115.10, Avg SSIM: 0.95
Pair 122[3]: Avg MSE: 118.57, Avg SSIM: 0.95
Pair 122[4]: Avg MSE: 120.84, Avg SSIM: 0.95
Pair 122[5]: Avg MSE: 123.93, Avg SSIM: 0.95
Pair 122[6]: Avg MSE: 126.97, Avg SSIM: 0.95
Pair 122[7]: Avg MSE: 130.16, Avg SSIM: 0.95
Pair 122[8]: Avg MSE: 133.39, Avg SSIM: 0.95
Pair 122[9]: Avg MSE: 137.03, Avg SSIM: 0.95
Pair 122[10]: Avg MSE: 138.83, Avg SSIM: 0.95
